,id,description,ingredients,categories,url
Gazpacho andalúz,925,"Die kalte Gemüsesuppe Gazpacho andalúz hat die Welt als herzhafte, bekömmliche Zwischenmahlzeit und erfrischender Genuss für heiße Sommertage erobert. Schon in vorrömischer Zeit labten sich die Hirten mit der Urvariante des Gazpachos aus altem Brot, Knoblauch, Essig, Öl und Wasser. Später fügten die Bauern Gemüse bei und stärkten sich damit auf dem Feld. Basis eines klassischen gazpacho andalúz ist nach wie vor die Mischung aus Brot, Knoblauch, Salz, Essig, und Öl.
","{'Tomate', 'Weißweinessig', 'Salatgurke', 'Knoblauch', 'Salz', 'Paprika', 'Wasser', 'Weißbrot', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Andalusische Küche', 'Kalte Gemüsesuppen', 'Spanische Suppen', 'Tapas als Suppe', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Gazpacho_andal%C3%BAz
Gebackene Knoblauchkartoffeln,926,"Gebackene Knoblauchkartoffeln ist eine schöne Beilage zu kurz gebratenem Fleisch. 
","{'Wasser', 'Kartoffel', 'Knoblauch', 'Pfeffer', 'Salz', 'Oregano', 'Zitrone', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kartoffelauflauf', 'Kartoffelbeilagen', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Gebackene_Knoblauchkartoffeln
Gebackene Kürbisspalten mit Knoblauch,927,"Kürbis ist köstlich, muss aber nicht immer nur gekocht, gedämpft oder geschmort werden. Sehr gut schmeckt die große Beere auch mit Olivenöl und Knoblauch gebacken als Beilage zu zahlreichen Gerichten. Wie der gebackene Kürbis mit Knoblauch, der sehr gut zu Wildgerichten mundet.
","{'Knoblauch', 'Pfeffer', 'Salz', 'Chili-Koriander-Öl', 'Olivenöl', 'Hokkaido-Kürbis'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Beilagen', 'Kürbis', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Gebackene_K%C3%BCrbisspalten_mit_Knoblauch
Gebackene Schwammerl,928,"Gebackene Schwammerl, das sagt schon der Name, sind ein Rezept aus dem süddeutschen, österreichischen oder Südtiroler Raum. Die hier vorgestellte Variante, eine von vielen, stammt aus Südtirol. 
","{'Mehl', 'Zitronensaft', 'Ei', 'Schwammerl', 'Butterschmalz', 'Salz', 'Zucker', 'Wasser', 'Öl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Südtiroler Küche', 'Champignons', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Gebackene_Schwammerl
Gebackener Ricotta mit Honig-Marsala-Sirup und Melonen,929,"Eine honigsüße und mit Melone verfeinerte Nachspeise ist der gebackene Ricotta mit Honig-Marsala-Sirup und Melonen. Ein hervorragendes Gericht, das sich auch für eine größere Runde einfach vorbereiten und kurz vor dem Servieren vollenden lässt, ohne dass die Gäste lange warten müssen.
","{'Butter', 'Zubereitung:Zitronenabrieb', 'Ricotta', 'Ei', 'Orangensaft', 'Marsala', 'Weizenmehl', 'Honig', 'Salz', 'Zucker', 'Zitrone', 'Honigmelone', 'Orangenabrieb', 'Mandel'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Ricotta', 'Vegetarische Hauptspeise', 'Zuckermelone']",https://www.kochwiki.org/wiki/Gebackener_Ricotta_mit_Honig-Marsala-Sirup_und_Melonen
Gebackenes Baguette mit Kräutern,930,"Gebackenes Baguette mit Kräutern ist eine wunderbare Beilage. 
","{'Butter', 'Meersalz', 'Gewürzthymian', 'Petersilie', 'Knoblauch', 'Pfeffer', 'Baguette', 'Rosmarin'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Croques', 'Vegetarische Backwaren', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Gebackenes_Baguette_mit_Kr%C3%A4utern
Gebrannte Dinkelsuppe,931,"Die gebrannte Dinkelsuppe ist in altes Rezept, Dinkel ist eine Weizenart.
","{'Sellerie', 'Butter', 'Karotte', 'Lorbeer', 'Majoran', 'Wurzelpetersilie', 'Gemüsefond', 'Petersilie', 'Pfeffer', 'Salz', 'Dinkel', 'Zwiebel', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Dinkel', 'Gemüsesuppen', 'Getreidesuppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Gebrannte_Dinkelsuppe
Gebrannte Grünkernsuppe,932,"Diese gebrannte Grünkernsuppe hat der Verfasser im Taubertal (badisches Frankenland) serviert bekommen. Das nebenstehende Foto zeigt die Suppe mit Schwemmklössen.
","{'Sellerie', 'Butter', 'Karotte', 'Ei', 'Sahne', 'Grünkernschrot', 'Gemüsebrühe', 'Pfeffer', 'Salz', 'Sommer-Bohnenkraut', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Grünkern', 'Getreidesuppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise', 'Fränkische Küche']",https://www.kochwiki.org/wiki/Gebrannte_Gr%C3%BCnkernsuppe
Gebratene Chili-Tomaten-Sauce,933,"Eine köstliche und scharf gewürzte, herrlich schmeckende Tomatensauce zum BBQ, zu Steaks und anderen Fleischgerichten aber auch als Sauce zu Pasta oder Gemüse ist die gegrillte Chili-Tomaten-Sauce. Wer den Grill nicht aktivieren will, kann die Tomaten sowie Chilis für dieses pikante Tomatensauce auch einfach im Backrohr zubereiten.
","{'Tomate', 'Weißweinessig', 'Lime Juice', 'Chili', 'Knoblauch', 'Pfeffer', 'Salz', 'Zucker', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Chili', 'Chutneys', 'Dips', 'Tomate', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Gebratene_Chili-Tomaten-Sauce
Gebratene Nudeln mit Chinakohl und Pilzen,934,"Chinakohl ist nicht nur Salat, sondern auch als gedünstetes Gemüse eine Gaumenfreude. Im Gericht Gebratene Nudeln mit Chinakohl und Pilzen zeigt er seine Stärken als Gemüse.
","{'Karotte', 'Nudel', 'Lauchzwiebel', 'Knoblauch', 'Sojasauce', 'Paprika', 'Sesamöl', 'Austernpilz', 'Ingwer', 'Chinakohl', 'Erbse'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Asiatische Nudeln', 'Austernpilze', 'Chinakohl', 'Sesam', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Gebratene_Nudeln_mit_Chinakohl_und_Pilzen
Geeiste Joghurt-Gurken-Suppe mit Frühlingsgemüse,935,"Lecker und erfrischend an heißen Sommertagen ist die Geeiste Joghurt-Gurken-Suppe mit Frühlingsgemüse mit einer Gemüseeinlage aus Radieschen, Gurken und Tomaten.
","{'Tomate', 'Joghurt', 'Kardamom', 'Radieschen', 'Gurke', 'Chili', 'Pfeffer', 'Schnittlauch', 'Dill', 'Salz', 'Pflanzliche Öle'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gurke', 'Joghurt', 'Kalte Gemüsesuppen', 'Milchsuppen', 'Oberösterreichische Küche', 'Radieschen', 'Tomate', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Geeiste_Joghurt-Gurken-Suppe_mit_Fr%C3%BChlingsgem%C3%BCse
Gefüllte Paprika mit Couscous und Rosinen,936,"Das Rezept Gefüllte Paprika mit Couscous und Rosinen hat durch die Rosinen und den Ingwer einen leicht exotischen Einschlag.
","{'Knoblauch', 'Sojasauce', 'Paprika', 'Couscous', 'Rosine', 'Salz', 'Ingwer', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gefüllte Paprikaschoten', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Gef%C3%BCllte_Paprika_mit_Couscous_und_Rosinen
Gefüllte Paprika mit Risotto und Mozzarella,937,"Gefüllte Paprika mit Risotto und Mozzarella sind ein ausgezeichnetes vegetarisches Gericht für den Grillabend.
","{'Brühe', 'Risottoreis', 'Mozzarella', 'Paprika', 'Pizzakäse', 'Olivenöl', 'Zwiebel', 'Basilikum'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gefüllte Paprikaschoten', 'Mozzarella', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Gef%C3%BCllte_Paprika_mit_Risotto_und_Mozzarella
Gefüllte Paprika mit Spinat und Ei,938,"Das Rezept Gefüllte Paprika mit Spinat und Ei stammt aus der monatlich erscheinenden Broschüre ""Lecker"", wurde aber nur als Anregung aufgenommen und wesentlich zugunsten des Geschmacks verändert.
","{'Kerbel', 'Ei', 'Chili', 'Knoblauch', 'Kirschtomate', 'Koriander', 'Salz', 'Paprika', 'Weißwein', 'Pflanzliche Öle', 'Spinat', 'Zwiebel', 'Limette'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Vegetarische Hauptspeise', 'Gefüllte Paprikaschoten', 'Spinat']",https://www.kochwiki.org/wiki/Gef%C3%BCllte_Paprika_mit_Spinat_und_Ei
Gegrillte Ananas,939,"An einem schönen Tag zu grillen, liebt wohl ein Jeder. Mit Freunden, der Familie oder mit Unbekannten am See. Einmal was Anderes darf da ruhig mal auf dem Rost landen. Ananas schmeckt nicht nur frisch auf dem Obstsalat, sondern auch gegrillt. Gegrillte Ananas, hier mit Vanilleeis und schmackhafter Rumschlagsahne erinnert diese Nachspeise an Urlaub in der Karibik.
","{'Zimt', 'Butter', 'Rumschlagsahne', 'Ananas', 'Vanilleeis', 'Zucker', 'Rum'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Ananas', 'Vegetarische Hauptspeise', 'Obst und Gemüse vom Grill']",https://www.kochwiki.org/wiki/Gegrillte_Ananas
Fischauflauf mit Forelle,940,"Fischauflauf mit Forelle (span. Vomita frito) ist ein typisch spanisches Gericht, das sehr gut zu einem leichten Salat zur Mittagszeit schmeckt.
","{'Tomate', 'Senf', 'Mehl', 'Sahne', 'Forelle', 'Weinblatt', 'Pfeffer', 'Estragon', 'Salz', 'Muskat', 'Schafskäse', 'Gewürznelke', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Spanische Küche', 'Fischaufläufe', 'Gebratene Forelle']",https://www.kochwiki.org/wiki/Fischauflauf_mit_Forelle
Grünkohlauflauf mit Lachs und Äpfeln,941,"Der Grünkohlauflauf mit Lachs und Äpfeln ist ein winterliches Hauptgericht, das auf den ersten Blick eine ungewöhnliche Zutatenkombination enthält. Wer sich allerdings darauf einlässt, wird mit einem besonderen Geschmackserlebnis belohnt. Selbst Esser, die dem Grünkohl eher abgeneigt sind, werden von diesem Gericht häufig überzeugt!
","{'Butter', 'Apfel', 'Sahne', 'Grünkohl', 'Milch', 'Pfeffer', 'Lachs', 'Salz', 'Zitrone', 'Mandel', 'Weißbrot'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Grünkohl', 'Lachs', 'Fischaufläufe', 'Gemüseaufläufe', 'Apfel']",https://www.kochwiki.org/wiki/Gr%C3%BCnkohlauflauf_mit_Lachs_und_%C3%84pfeln
Huchen-Spinatauflauf mit Mozzarella,942,"Der Huchen, auch als Donaulachs bekannt, ist ein edler und schmackhafter einheimischer Fisch der Donau. Dazu passt wie bei vielen Fischfilets hervorragend Spinat. Als Huchen-Spinatauflauf mit Mozzarella ein mit wenig Aufwand zubereitetes Gericht, das auch am Abend schnell mal zubereitet ist.
","{'Schalotte', 'Butter', 'Pinienkern', 'Knoblauch', 'Pfeffer', 'Salz', 'Pesto alla genovese', 'Muskat', 'Huchen', 'Zitrone', 'Olivenöl', 'Spinat', 'Mozzarella'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Oberösterreichische Fleischrezepte', 'Mozzarella', 'Spinat', 'Fisch vom Grill', 'Fischaufläufe']",https://www.kochwiki.org/wiki/Huchen-Spinatauflauf_mit_Mozzarella
Kabeljau in Paprika,943,"Der Kabeljau in Paprika ist ein würziger Auflauf mit reichlich Paprika.
","{'Schmand', 'Meersalz', 'Gewürzthymian', 'Milch', 'Kabeljau', 'Pfeffer', 'Paprika', 'Zitrone', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Fischaufläufe']",https://www.kochwiki.org/wiki/Kabeljau_in_Paprika
Kieler Scholle,944,"Die Kieler Scholle ist ein traditionelles nordfriesisches Gericht. Die Scholle oder der Goldbutt gehört zu den Plattfischen und zur Familie der Schollen. Der Name wurde erst im 16. Jahrhundert geprägt. Nun gut der Verfasser würde sagen, der Fisch ist platt wie ein Teller und schmeckt so gut wie eine Auster.
","{'Kerbel', 'Butter', 'Joghurt', 'Sauerrahm', 'Meersalz', 'Europäischer Käse', 'Petersilie', 'Pfeffer', 'Dill', 'Scholle', 'Zitrone', 'Spinat', 'Frischkäsesorten'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Scholle', 'Fischaufläufe']",https://www.kochwiki.org/wiki/Kieler_Scholle
Lachs mit Mangold,945,"Dieses Rezept ist sehr gut für den Single-Haushalt geeignet. Man zieht eine leckere Mahlzeit aus dem Ofen ohne allzuviel Vorarbeit. Es ist allerdings nicht gerade kalorienarm, im Gegenteil - je mehr Sahne und Käse, desto besser schmeckt es. Basis des Rezepts ist der Zusammenklang des kräftigen Geschmacks von (Zucht)Lachs mit dem kräftigen Geschmack des Mangold, gemildert durch die Süße der Sahne und pikant gemacht durch Beigabe von Blauschimmelkäse. Wer keine Gräten mag, kann natürlich auch ein Lachsfilet verwenden!
","{'Mangold', 'Sahne', 'Blauschimmelkäse', 'Kartoffel', 'Pfeffer', 'Lachs', 'Salz', 'Pflanzliche Öle'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Fischaufläufe', 'Lachs']",https://www.kochwiki.org/wiki/Lachs_mit_Mangold
Lachsauflauf mit Kartoffeln,946,"Der Lachsauflauf mit Kartoffeln ist ein herzhaftes Fischgericht für den Herbst. Die Beilagen sind schon dabei. In Schweden wird dieses Gericht auch Lachspudding genannt.
","{'Butter', 'Senf', 'Meersalz', 'Ei', 'Kartoffel', 'Pfeffer', 'Dill', 'Crème fraîche', 'Lachs', 'Muskat', 'Spinat', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Fischaufläufe', 'Spinat', 'Kartoffelauflauf', 'Lachs']",https://www.kochwiki.org/wiki/Lachsauflauf_mit_Kartoffeln
Lachsfilet mit Kartoffeln und Spinat,947,"Lachs und Spinat passen bekanntlich ja sehr gut zusammen. Alles mit Kartoffeln in eine Auflaufform und fertig ist das Hauptgericht. Lachsfilet mit Spinat und Kartoffeln.
","{'Feta', 'Brühe', 'Kartoffel', 'Pfeffer', 'Lachs', 'Salz', 'Paprika', 'Weißwein', 'Olivenöl', 'Spinat', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Fischaufläufe', 'Lachs', 'Spinat']",https://www.kochwiki.org/wiki/Lachsfilet_mit_Kartoffeln_und_Spinat
Meerbarben auf orientalische Art,948,"Meerbarben auf orientalische Art (Petits rougets à l'orientale) ist ein Rezept von ""Kochpapst"" Paul Bocuse. Der Meister hat jedoch nicht überliefert, was das Gericht orientalisch macht.
","{'Tomate', 'Knoblauch', 'Pfeffer', 'Safran', 'Meerbarbe', 'Salz', 'Weißwein', 'Zitrone', 'Olivenöl', 'Lorbeer', 'Thymian'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Paul Bocuse', 'Barsch', 'Fischaufläufe']",https://www.kochwiki.org/wiki/Meerbarben_auf_orientalische_Art
Nudel-Meeresfrüchteauflauf,949,"Nudeln und die Früchte des Meeres bieten in vielen Varianten eine harmonische Verbindung. Als Nudel-Meeresfrüchteauflauf mit frischem Salat serviert ein Genuss für Liebhaber der edlen Tiere.
","{'Butter', 'Krabbe', 'Chili', 'Knoblauch', 'Schnittlauch', 'Pecorino', 'Flusskrebs', 'Pfeffer', 'Weizenmehl', 'Zander', 'Lorbeer', 'Miesmuschel', 'Garnele', 'Gewürznelke', 'Zwiebel', 'Limette', 'Pipe Rigate', 'Petersilie', 'Milch', 'Safran', 'Tintenfisch', 'Salz'}","['Schwierigkeit mittel bis schwierig', 'Rezepte ohne Alkohol', 'Mediterrane Küche', 'Fischaufläufe', 'Nudelaufläufe']",https://www.kochwiki.org/wiki/Nudel-Meeresfr%C3%BCchteauflauf
Pikanter Auflauf mit Meeresfrüchten und Knoblauch,950,"Der pikante Auflauf mit Meeresfrüchten und Knoblauch ist ein Hausrezept. Garnelen- und Kalmarfleisch wird in Form eines Auflaufs dargereicht. Das Gericht eignet sich gut als Hauptgang zu Mittag.
","{'Sellerie', 'Butter', 'Senf', 'Petersilie', 'Knoblauch', 'Milch', 'Salz', 'Paprika', 'Cayennepfeffer', 'Zubereitung:Knödelbrot', 'Meeresfrucht', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Fischaufläufe', 'Garnele', 'Tintenfisch']",https://www.kochwiki.org/wiki/Pikanter_Auflauf_mit_Meeresfr%C3%BCchten_und_Knoblauch
Rosenkohl-Steinbeißer-Auflauf,951,"Der Rosenkohl-Steinbeißer-Auflauf ist eine Abwandlung des Paprika-Kabeljau-Auflaufs. Der Auflauf ist wirklich simpel und lecker. Er kann auch mit fast allen Seefischfilets gemacht werden, (z.b. Rotbarsch, Viktoriabarsch, etc.).
","{'Karotte', 'Schmand', 'Parmesan', 'Meersalz', 'Milch', 'Pfeffer', 'Butterschmalz', 'Seewolf', 'Paprika', 'Zitrone', 'Rosenkohl', 'Olivenöl', 'Schalotte'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Rosenkohl', 'Kohlauflauf', 'Fischaufläufe']",https://www.kochwiki.org/wiki/Rosenkohl-Steinbei%C3%9Fer-Auflauf
Rotbarsch auf Spinat,952,"Rotbarsch auf Spinat ist ein Rezept für jeden Tag. Man kann jeden weißfleischigen Fisch dafür verwenden. Der Fisch wird auf einem Bett aus Spinat gegart und mit würzigem Käse überbacken. 
","{'Europäischer Käse', 'Sahne', 'Knoblauch', 'Pfeffer', 'Rotbarsch', 'Salz', 'Muskat', 'Olivenöl', 'Spinat', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Fischaufläufe', 'Spinat', 'Gemüseaufläufe', 'Barsch', 'Hartkäse']",https://www.kochwiki.org/wiki/Rotbarsch_auf_Spinat
Schlemmerfilet,953,"Ein Rezept für ein selbstgemachtes Schlemmerfilet. Als Beilage eignen sich Salzkartoffeln und ein Gurkensalat.
Die Fischsorte kann individuell, je nach Geschmack, ausgewählt werden.
","{'Butter', 'Paniermehl', 'Brühe', 'Fisch', 'Pfeffer', 'Kräuter und Gewürze', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Fischaufläufe']",https://www.kochwiki.org/wiki/Schlemmerfilet
Spinat-Fischstäbchen-Gratin,954,"Der Spinat-Fischstäbchen-Gratin ist ein interessanter Auflauf, der sich auf den ersten Blick vielleicht gewöhnungsbedürftig anhört, jedoch echt lecker schmeckt.
","{'Speck', 'Fischstäbchen', 'Chili', 'Pfeffer', 'Salz', 'Paprika', 'Mozzarella', 'Muskat', 'Emmentaler', 'Olivenöl', 'Spinat', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Fischaufläufe']",https://www.kochwiki.org/wiki/Spinat-Fischst%C3%A4bchen-Gratin
Hähnchen-Kartoffel-Gratin mit Pilzen,955,"Beilage und köstliches Hühnerfleisch zugleich vereint, einfach und schnell zubereitet, so kann selbst ein Kochneuling bei Gästen punkten. Das Hähnchen-Kartoffel-Gratin mit Pilzen ist leicht, ideal für Großfamilien, aber auch Singles und ohne Sahne zu verwenden, als Diätgericht ein wahrer und leichter Gaumenschmaus.
","{'Butter', 'Kreuzkümmel', 'Sahne', 'Kartoffel', 'Petersilie', 'Milch', 'Knoblauch', 'Pfeffer', 'Pfifferling', 'Salz', 'Hühnerbrust', 'Muskat', 'Sonnenblumenöl', 'Pecorino'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Fleischaufläufe', 'Kartoffelauflauf', 'Hühnerbrust', 'Pfifferlinge']",https://www.kochwiki.org/wiki/H%C3%A4hnchen-Kartoffel-Gratin_mit_Pilzen
Kalbssteaks mit Tomaten und Parmesan überbacken,956,"An besonderen Tagen kann man auch einmal die Kalbssteaks mit Tomaten und Parmesan überbacken servieren.
","{'Tomate', 'Parmesan', 'Sahne', 'Chili', 'Knoblauch', 'Pfeffer', 'Schmelzkäse', 'Paprika', 'Weißwein', 'Pflanzliche Öle', 'Hühnerbrühe', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Blattsalat', 'Kalbfleischschnitzel', 'Fleischaufläufe']",https://www.kochwiki.org/wiki/Kalbssteaks_mit_Tomaten_und_Parmesan_%C3%BCberbacken
Zutat:Lammbrust,957,"Die Lammbrust (frz. Poitrine d'agneau) ist ein Teilstück des Vorderviertels vom Lamm. Von ihr wird manchmal die Brustspitze abgetrennt, meist ab der vierten oder fünften Rippe.
",{'Lammfleisch'},"['Zutaten', 'Fleischaufläufe']",https://www.kochwiki.org/wiki/Zutat:Lammbrust
Serbischer Reisauflauf,958,"Der serbische Reisauflauf ist eine schöne Hauptspeise für das ganze Jahr. Recht schnell gemacht und für verschiedene Gelegenheiten geeignet.
","{'Frühstücksspeck', 'Bohne', 'Majoran', 'Brühe', 'Pfeffer', 'Reissorten', 'Salz', 'Paprika', 'Ajvar', 'Putenbrust', 'Pflanzliche Öle', 'Mozzarella'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Serbische Küche', 'Fleischaufläufe', 'Mozzarella']",https://www.kochwiki.org/wiki/Serbischer_Reisauflauf
Überbackenes Zwiebelschnitzel,959,"Zwiebelschnitzel ist eine schöne Alternative, Schnitzel zuzubereiten, da es auch die Möglichkeit bietet, Nudeln oder Reis als Beilage zu servieren. Die Schnitzel werden im Ofen zubereitet und bleiben dadurch schön saftig und man erhält eine gute Sauce.
","{'Sahne', 'Brühe', 'Milch', 'Pfeffer', 'Salz', 'Putenbrust', 'Zwiebel', 'Reibekäsesorten'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Schweinefleischaufläufe', 'Fleischaufläufe', 'Schweinefleischschnitzel', 'Putenbrust']",https://www.kochwiki.org/wiki/%C3%9Cberbackenes_Zwiebelschnitzel
Auberginen mit Zwiebel-Tomaten-Füllung,960,"Die Aubergine ist in Deutschland sehr unterschätzt. Sie erscheint sehr mürbe und ohne großes Aroma. Aber es gibt eine ganze Reihe leckerer Rezepte, die die Aubergine im Vordergrund haben und die nicht langweilig sind. Eines davon ist die gefüllte Aubergine.
","{'Tomate', 'Parmesan', 'Küchenkräuter', 'Knoblauch', 'Pfeffer', 'Aubergine', 'Salz', 'Pflanzliche Öle', 'Zwiebel', 'Basilikum'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Mediterrane Küche', 'Gemüseaufläufe', 'Aubergine']",https://www.kochwiki.org/wiki/Auberginen_mit_Zwiebel-Tomaten-F%C3%BCllung
Gefüllte Paprika mit Hackfleisch und Schafskäse,961,"Gefüllte Paprika mit Hackfleisch und Schafskäse ist ein feines Auflaufgericht.
","{'Tomate', 'Ei', 'Olivenöl', 'Knoblauch', 'Pfeffer', 'Reissorten', 'Salz', 'Paprika', 'Ajvar', 'Schafskäse', 'Kräuter der Provence', 'Hackfleisch', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hackfleischaufläufe', 'Gemüseaufläufe', 'Gefüllte Paprikaschoten']",https://www.kochwiki.org/wiki/Gef%C3%BCllte_Paprika_mit_Hackfleisch_und_Schafsk%C3%A4se
Gefüllter Rahm-Paprika mit Pfannenchicorée,962,"Gefüllter Rahm-Paprika mit Pfannenchicorée war eines der Lieblingsgerichte der Mutter des Verfassers. Das Original des Rezeptes war noch in Sütterlin-Schrift verfasst.
","{'Butter', 'Ei', 'Sahne', 'Europäischer Käse', 'Schweinefleisch', 'Reissorten', 'Salbei', 'Paprika', 'Chicorée', 'Zitrone'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Gemüseaufläufe', 'Gefüllte Paprikaschoten', 'Schweinefleischaufläufe']",https://www.kochwiki.org/wiki/Gef%C3%BCllter_Rahm-Paprika_mit_Pfannenchicor%C3%A9e
Gemüselasagne,963,"Das Rezept Gemüselasagne entstammt der Fernsehsendung „Tim Mälzer kocht“. Schon beim Zuschauen erwachte im Autor der Wunsch, das Rezept einmal umzusetzen.
","{'Tomate', 'Butter', 'Parmesan', 'Champignon', 'Mehl', 'Zucchini', 'Lasagne', 'Gouda', 'Pfeffer', 'Milch', 'Salz', 'Lauch', 'Olivenöl', 'Weißkohl', 'Hokkaido-Kürbis'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Lasagne', 'Tim Mälzer']",https://www.kochwiki.org/wiki/Gem%C3%BCselasagne
Gratinierte Möhren mit Orange,964,"Es hört sich nicht so besonderes an, ist es aber. Gratinierte Honig Möhren mit Orange. Eine edele Vorspeise für jede Menge Menüs.
","{'Karotte', 'Orange', 'Pfeffer', 'Sesam', 'Honig', 'Salz', 'Sesamöl', 'Schafskäse'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Karotte', 'Sesam', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Gratinierte_M%C3%B6hren_mit_Orange
Gratinierter Chicorée,965,"Gratinierter Chicorée (frz. Chicons au gratin) ist ein typisches Brüsseler Rezept.
","{'Butter', 'Emmentaler', 'Zubereitung:Paniermehl herstellen', 'Pfeffer', 'Salz', 'Chicorée', 'Kochschinken', 'Béchamelsauce', 'Wasser', 'Muskat'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Rezept des Monats', 'Brüsseler Küche', 'Gemüseaufläufe', 'Chicorée']",https://www.kochwiki.org/wiki/Gratinierter_Chicor%C3%A9e
Grünkohllasagne mit Mandeln,966,"Grünkohllasagne mit Mandeln ist das Rezept für ein leckeres winterliches Hauptgericht, wenn der Grünkohl nach den ersten Frösten im Handel angeboten wird.
","{'Butter', 'Europäischer Käse', 'Lasagne', 'Brühe', 'Grünkohl', 'Pfeffer', 'Milch', 'Crème fraîche', 'Salz', 'Zitrone', 'Mandel', 'Zwiebel'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Grünkohl', 'Lasagne', 'Gemüseaufläufe']",https://www.kochwiki.org/wiki/Gr%C3%BCnkohllasagne_mit_Mandeln
